osm_way_id,name,highway_class,lanes,width_m,surface,district,length_m
615625474,Aurobindo Marg,trunk,1,,asphalt,South,13
615625475,Aurobindo Marg,trunk,1,,,South,11
616082759,August Kranti Marg,secondary,1,,,South,26
616082760,August Kranti Marg,secondary,1,,,South,19
616082761,August Kranti Marg,secondary,1,,asphalt,South,21
616082762,August Kranti Marg,secondary,1,,,South,29
616082763,August Kranti Marg,secondary,1,,,South,29
616082764,August Kranti Marg,secondary,1,,,South,25
616082765,August Kranti Marg,secondary,3,,,South,269
616082766,August Kranti Marg,secondary,1,,,South,24
616082767,August Kranti Marg,secondary,3,,asphalt,South,306
616082768,August Kranti Marg,secondary,3,,,South,231
616082769,August Kranti Marg,secondary,1,,,South,30
619116045,Raja Garden Flyover,primary,,,asphalt,West,24
619116046,Naraina flyover,primary,,,asphalt,West,61
619116047,Naraina flyover,primary,,,asphalt,West,349
619116048,Mahatma Gandhi Marg Bridge,primary,,,asphalt,West,121
619116050,Mahatma Gandhi Marg,primary,,,asphalt,West,99
619116052,Raja Garden Flyover,primary,,,asphalt,West,24
619116058,Moti Nagar Flyover,primary,3,,asphalt,West,101
619116067,Mahatma Gandhi Marg,secondary,,,asphalt,West,31
619116069,Ring Road,secondary,,,asphalt,West,898
619116072,Raja Garden Flyover,primary,3,,asphalt,West,378
619116073,Raja Garden Flyover,primary,,,asphalt,West,32
619116074,Mahatma Gandhi Marg,primary,,,asphalt,West,69
619116075,Mahatma Gandhi Marg,primary,,,asphalt,West,112
619116076,Mahatma Gandhi Marg Bridge,primary,,,asphalt,West,65
619116077,Naraina flyover,primary,,,asphalt,West,61
619116078,Mehrauli Badarpur Road,primary,,,,South,254
619372060,Doctor KB Hedgewar Marg,trunk,1,,asphalt,North,49
619372062,Doctor KB Hedgewar Marg,trunk,3,,,North,755
619372063,Doctor KB Hedgewar Marg,trunk,3,,,North,699
619372064,Doctor KB Hedgewar Marg,trunk,1,,,North,51
619372065,Doctor KB Hedgewar Marg,trunk,1,,,North,21
619372066,Doctor KB Hedgewar Marg,trunk,1,,,North,20
619372067,,trunk_link,,,,North,63
619372070,Shastri Park Flyover,trunk,1,,,North-East,88
619372072,Shastri Park Flyover,trunk,4,,,North-East,30
619372073,Shastri Park Flyover,trunk,1,,,North-East,86
619372074,Geeta Colony Road Flyover Ramp,trunk_link,2,,asphalt,Central,42
620007024,,secondary,,,,West,17
620007026,Shiv Das Puri Marg,secondary,,,,West,297
620007028,,secondary,,,,West,17
620007030,Shiv Das Puri Marg,secondary,,,,West,288
620007034,,secondary,,,,West,21
620007035,,secondary_link,,,,West,21
625482866,Grand Trunk Road,trunk,4,,asphalt,Outer North,43
625482867,Grand Trunk Road,trunk,4,,asphalt,Outer North,42
625482869,Grand Trunk Road,trunk,4,,asphalt,Outer North,1474
625482870,Grand Trunk Road,trunk,4,,asphalt,Outer North,1584
627698083,National Highway 24 Bypass,trunk,,,,East,151
627698085,,trunk,,,,East,92
631785498,Barapullah Road Flyover,trunk,3,,,South,192
631785499,Barapullah Road Flyover,trunk,3,,,South,1142
631786027,Barapullah Road Flyover,trunk,3,,,South,1032
631788143,Barapullah Road Flyover,trunk,3,,,South,98
631795142,Delhi - Meerut Expressway,trunk,2,,asphalt,South-East,466
632882129,,secondary_link,,,,South-West,22
639035958,Mahatma Gandhi Marg,primary_link,2,,,South-East,7
639035960,Mahatma Gandhi Marg,primary_link,2,,,South-East,154
639334502,,secondary,,,,Outer North,41
639334505,,secondary,,,,Outer North,11
639334507,,secondary,,,,Outer North,31
639334508,,secondary,,,,Outer North,41
639334510,,secondary,,,,Outer North,549
639334513,,secondary,2,,asphalt,Outer North,26
639334515,,secondary,2,,asphalt,Outer North,216
641194623,,primary_link,,,,South,65
642711952,Signature Bridge,trunk,3,,asphalt,North,607
642711954,Signature Bridge,trunk,3,,asphalt,North,600
645024521,Josip Broz Tito Marg,secondary,2,,asphalt,South,14
645024522,,secondary,,,,South,36
646301474,,secondary,3,,,South-West,1111
648000207,Upper Ridge Road,secondary,,,,South-West,48
649207252,,primary_link,,,,North,26
649232110,Shanti Swaroop tyagi marg,secondary,,,,North-West,327
649252177,,secondary_link,,,,South-West,20
649373604,,secondary_link,,,,East,34
649373605,,secondary,,,asphalt,East,375
649392780,,secondary_link,,,,West,46
650392910,,secondary,2,,paved,North,122
650392912,,secondary,2,,paved,North,14
652159353,Modi Mill Flyover Ramp,trunk_link,,,,South-East,37
652159354,Modi Mill Flyover Ramp,trunk_link,,,,South-East,37
652159355,,trunk_link,,,,South-East,31
652159357,Captain Gaur Marg,secondary_link,2,,asphalt,South-East,66
652159358,Captain Gaur Marg,secondary_link,2,,asphalt,South-East,235
652193497,,secondary_link,,,asphalt,Rohini,12
654173088,Aurobindo Marg,trunk,3,,,South,1041
654173095,Pandit Trilok Chandra Sharma Marg,secondary,3,,asphalt,South,40
654173097,Pandit Trilok Chandra Sharma Marg,secondary,,,,South,8
654173100,Pandit Trilok Chandra Sharma Marg,secondary,3,,,South,709
654173103,Anuvrat Marg,trunk,,,asphalt,South,19
654173106,Anuvrat Marg,trunk,3,,asphalt,South,1497
654173110,Abdul Gaffar Khan Marg,primary,3,,asphalt,South-West,22
654173113,Abdul Gaffar Khan Marg,primary,2,,asphalt,South-West,8
654175709,Aurobindo Marg,trunk,3,,asphalt,South,187
654175710,Aurobindo Marg,trunk,3,,,South,270
654877043,,secondary_link,,,,North-East,37
656187260,Mehrauli Badarpur Road,primary,,,,South,224
656187261,Mehrauli Badarpur Road,primary,,,,South,484
656187262,Mehrauli Badarpur Road,primary,,,,South,485
656187263,Mehrauli Badarpur Road,primary,,,asphalt,South,575
656805649,Mehrauli Badarpur Road,primary,,,,South,131
656805651,Mehrauli Badarpur Road,primary,,,,South,63
656805652,Mehrauli Badarpur Road,primary,,,,South,141
656805654,Mehrauli Badarpur Road,primary,,,,South,135
656805656,Mehrauli Badarpur Road,primary_link,,,,South,104
656933872,,secondary,5,,asphalt,New Delhi,103
656933873,,secondary,4,,asphalt,New Delhi,100
657413479,Mahatma Gandhi Marg,primary,,,asphalt,South-East,30
657413487,Mahatma Gandhi Marg,secondary,3,,asphalt,North-West,32
657413488,Mahatma Gandhi Road,secondary,,,asphalt,North-West,34
657413489,,secondary,,,,North-West,37
658035497,,secondary,,,,South-East,33
658035499,Lala Lajpat Rai Marg,secondary,,,asphalt,South-East,52
658041627,,primary,,,asphalt,North-West,59
658041629,,primary_link,,,asphalt,West,31
658041630,,primary_link,,,asphalt,West,39
658041631,,primary_link,,,asphalt,South-East,37
658041632,,primary_link,,,asphalt,South-East,36
658041633,,primary_link,,,asphalt,South,52
658041634,,secondary_link,,,asphalt,South,66
658041635,,primary_link,,,asphalt,South-East,46
658041636,,secondary_link,,,asphalt,South-West,46
658041637,Bhakti Vedant Swami Marg,secondary,,,,South-East,42
658041638,,secondary,,,asphalt,South-East,91
658041639,,secondary_link,,,asphalt,South-East,30
658041640,,primary_link,,,asphalt,South-East,52
658041641,,primary_link,,,asphalt,South-East,52
658051950,Lothiyan Road,secondary,,,,North,224
658051951,Lothiyan Road,secondary,,,,North,33
658051952,Lothiyan Road,secondary,,,,North,34
658051953,Lothiyan Road,secondary,,,asphalt,North,228
659484652,,secondary_link,,,,New Delhi,72
659484653,,secondary,,,asphalt,South-East,18
659833209,Mehrauli Badarpur Road,primary,,,,South,641
660997597,Outer Ring Road,primary,1,,,Outer North,32
660997600,Outer Ring Road,primary,3,,,Outer North,414
660997603,,primary_link,,,,North-West,24
661351480,Jangpura Road Flyover,primary,2,,asphalt,South-East,101
661351482,Jangpura Road Flyover,primary,2,,asphalt,South-East,86
661353923,,primary_link,,,asphalt,South-West,54
661384620,Najafgarh Kapashera Road,secondary,2,,asphalt,Dwarka,831
661394696,Dwarka Expressway,motorway,4,,asphalt,South-West,780
661430631,,secondary_link,,,,North,9
661430632,,secondary_link,,,,North,18
661461731,,secondary_link,2,,asphalt,South-West,153
661467913,,primary_link,,,,South-West,10
661755676,,secondary_link,,,,Dwarka,56
661755677,,secondary_link,,,,Dwarka,48
661790358,,secondary_link,,,,South,10
661811721,,motorway_link,,,,South-East,196
662141606,Mathura Road,trunk,3,,asphalt,South-East,1544
662185762,Dwarka Flyover,primary_link,,,,South-West,104
662315054,,trunk_link,,,,South-East,46
662959660,,primary_link,1,,asphalt,South,60
662959663,,secondary_link,1,,asphalt,South,54
663858577,,secondary_link,,,,New Delhi,63
664985706,Prithviraj Road,secondary,,,asphalt,New Delhi,26
664985708,Prithviraj Road,secondary,2,,asphalt,New Delhi,883
664985709,Prithviraj Road,secondary,2,,asphalt,New Delhi,724
665096145,UER II,primary,,,asphalt,Rohini,1168
665096147,UER II,primary,,,asphalt,Rohini,1099
665096160,,secondary,,,,Outer North,43
665096171,,primary,3,,asphalt,Outer North,576
665096177,,primary,3,,asphalt,Rohini,3505
665104468,Urban Extension Road-II,trunk,3,,asphalt,Dwarka,2413
665104469,Urban Extension Road-II,trunk,3,,asphalt,Dwarka,2409
665106695,Dwarka Expressway,motorway,4,,asphalt,South-West,767
665150665,Rotary Number 49,secondary,,,asphalt,New Delhi,13
665150666,,secondary,,,,New Delhi,24
665150667,,secondary,,,,Central,19
665150668,Choudhary Brahm Prakash Chowk,secondary,,,,Central,10
665150669,Mahatma Gandhi Marg,secondary,,,asphalt,West,509
665150670,,secondary,,,,West,34
665150671,Mahatma Gandhi Marg,secondary,,,asphalt,West,367
665150673,Satguru Ram Singh Marg,secondary,,,,West,1065
665150681,Satguru Ram Singh Marg,secondary,,,,West,977
665150684,Patel Road,secondary,,,,Central,312
665150685,,secondary,,,,Central,19
665150689,Mayapuri Chowk,secondary,,,asphalt,West,32
665150690,Mahatma Gandhi Marg,secondary,,,asphalt,West,69
665150693,,secondary_link,,,,West,107
665150694,Mahatma Gandhi Marg,secondary,,,asphalt,West,507
665150695,,secondary,,,,Central,18
665150696,Patel Road,secondary,,,,Central,275
665150697,Choudhary Brahm Prakash Chowk,secondary,,,,Central,12
665150698,Choudhary Brahm Prakash Chowk,secondary,,,,Central,7
665150699,,secondary,2,,asphalt,New Delhi,202
665150702,Gol Dakkhana Roundabout,secondary,,,asphalt,New Delhi,22
665921717,Shivaji Flyover,secondary,,,,New Delhi,112
665921719,Shivaji Flyover,secondary,,,,New Delhi,543
665921720,Maharaja Ranjeet Singh Marg,secondary,,,,Central,155
665921722,,secondary,,,,New Delhi,8
668313662,Mahatma Gandhi Marg,primary,2,,,South-East,29
668313663,Ring Road,secondary,,,asphalt,West,252
668313665,,primary_link,,,,West,31
668313667,Ring Road,primary,,,asphalt,West,478
668313668,Moti Nagar Flyover,primary,3,,asphalt,West,124
668313670,Shalimar Bagh Flyover,primary,,,asphalt,North-West,31
668313671,Mahatma Gandhi Road,primary,,,asphalt,North-West,79
668313672,Mahatma Gandhi Road,secondary,,,asphalt,North-West,28
668313673,Mahatma Gandhi Marg,secondary,,,,North-West,34
668476955,,secondary_link,,,,North-West,51
668476956,,primary_link,,,,West,43
668476957,,secondary_link,,,,West,49
669205555,Rao Tula Ram Flyover,trunk,,,,South-West,2545
670023005,,primary_link,,,cobblestone,South-East,45
670037894,,secondary,,,asphalt,South-East,40
670037896,Okhla Estate Marg Flyover,trunk,,,,South-East,253
670037898,,secondary,,,asphalt,South-East,650
670037899,Kalindi Kunj Bridge,secondary,6,,asphalt,South-East,202
670037914,Sarita Vihar Okhla Underpass,secondary,,,,South-East,247
671863511,Mehrauli Badarpur Road,primary,,,,South,48
672159744,,trunk_link,,,,South,47
672159749,Barapullah Road,trunk,3,,asphalt,South,431
672159750,Barapullah Road Flyover,trunk,3,,asphalt,South,502
672436866,,primary_link,,,,South,62
673792808,Maharishi Raman Marg,secondary,,,asphalt,South,94
673792809,Maharishi Raman Marg,secondary,,,paving_stones,South,86
673792810,Maharishi Raman Marg,secondary,,,,South,423
673792811,Maharishi Raman Marg,secondary,,,paving_stones,South,87
673840960,,secondary,,,,South-East,549
676708025,,secondary_link,2,,asphalt,South-West,22
676708026,Aurobindo Marg,secondary,,,asphalt,South,202
676708027,AIIMS Flyover,primary,,,asphalt,South,49
676881881,,primary,,,,Dwarka,208
677286189,Shri Maa Anandamai Marg,secondary,,,asphalt,South-East,453
677288503,Shri Maa Anandamai Marg,secondary,,,,South-East,845
677291032,Mahatma Gandhi Marg,primary_link,,,,South-East,93
677369096,Josip Broz Tito Marg,secondary,3,,asphalt,South,32
677369098,Josip Broz Tito Marg,secondary,3,,asphalt,South,626
677369101,Josip Broz Tito Marg,secondary,3,,asphalt,South,699
677369102,Josip Broz Tito Marg,secondary,3,,asphalt,South,35
677369464,,secondary_link,,,,Central,32
677369465,,secondary_link,,,,Central,97
677663227,Sher Shah Road,secondary,,,,New Delhi,479
678109791,,trunk_link,2,,asphalt,South-East,207
678124676,,secondary_link,,,,South,15
678152931,Mahatma Gandhi Marg,primary,,,,South-West,104
678395906,Aerocity Underpass,secondary_link,,,paved,South-West,136
678395907,Aerocity Underpass,secondary_link,,,,South-West,117
678397105,,secondary_link,,,,South-East,59
678397106,,secondary,,,,South-East,8
678397107,Lodhi Road,secondary,,,asphalt,South,91
678397108,Lodhi Road,secondary,,,asphalt,South-East,35
678397109,,secondary,,,,South-East,10
678397110,,secondary_link,,,,South-East,261
678397111,Lodhi Road,secondary,,,asphalt,South-East,322
678397112,Lodhi Road,secondary,,,asphalt,South-East,33
678397582,Mahipalpur Bypass Flyover,primary_link,,,paved,South-West,75
678397583,,primary_link,,,,South-West,67
679221194,,primary_link,,,asphalt,South-West,27
679419699,,primary_link,,,,New Delhi,269
679423515,Nityanand Marg,secondary,,,asphalt,North,331
679423516,,trunk_link,,,asphalt,North,71
679453114,,trunk_link,,,,North,85
679488730,,trunk_link,,,,North,15
679488732,,primary_link,,,,New Delhi,280
679512995,Ghazipur Road Flyover,secondary,,,asphalt,East,247
679512996,Nizamuddin Road Flyover,trunk,,,,South-East,297
679512997,,trunk_link,2,,,South-East,152
679512998,Nizamuddin Road Flyover,trunk_link,,,,South-East,404
679512999,Nizamuddin Road Flyover,trunk,,,,South-East,85
679552300,Mahatma Gandhi Marg,trunk,,,,New Delhi,272
679552303,Mahatma Gandhi Marg,trunk,,,,New Delhi,1302
679552306,Mahatma Gandhi Marg,secondary,,,asphalt,North,27
679552308,Raja Ram Kohli Marg,secondary,,,asphalt,Central,33
679552310,Ring Road,trunk,4,,asphalt,North,938
679552311,Mahatma Gandhi Marg,primary,,,asphalt,North,65
679552312,Sham Nath Marg,primary,2,,asphalt,North,59
679552313,Hanuman Mandir Flyover,secondary,,,,North,26
679552314,Mahatma Gandhi Marg,trunk,,,,North,59
680497917,,primary_link,,,,South-East,34
680551203,Mahatma Gandhi Marg,primary_link,2,,,South-East,276
680551204,Sabz Burj Circle,primary,,,asphalt,South-East,48
680551205,Sabz Burj Circle,primary,,,asphalt,South-East,42
680551206,,secondary,,,,New Delhi,58
680551207,,secondary,4,,asphalt,New Delhi,102
680551209,Rotary Number 34,secondary,,,asphalt,New Delhi,31
680551210,rotary no 15,secondary,,,asphalt,New Delhi,58
680551211,,secondary,5,,asphalt,New Delhi,83
680551212,,secondary,5,,asphalt,New Delhi,300
680551213,Sabz Burj Circle,primary,,,asphalt,South-East,9
680551214,Sabz Burj Circle,primary,,,asphalt,South-East,54
680551215,Sabz Burj Circle,primary,,,asphalt,South-East,9
681333727,,secondary_link,,,,South-East,32
681341413,,primary_link,,,,South,13
681364470,Guru Ravidas Marg,secondary,,,,South-East,378
681364475,Guru Ravidas Marg,secondary,,,,South-East,769
681370777,Mehrauli Badarpur Road,primary,,,,South,191
681370779,,primary,,,,South,17
681862997,,secondary_link,,,,West,51
681929691,Karampura Flyover,secondary,,,,West,171
681929692,Shivaji Marg,secondary,,,asphalt,West,1937
681929693,Shivaji Marg,secondary,,,asphalt,West,125
681929701,,secondary_link,,,,West,96
681929703,Shivaji Marg,secondary,,,asphalt,West,56
681929726,Shivaji Marg,secondary,,,asphalt,West,126
681929727,Shivaji Marg,secondary,,,asphalt,West,901
681929728,Shivaji Marg,secondary,,,asphalt,West,641
681929729,Shivaji Marg,secondary,,,asphalt,West,1927
681929730,Patel Road,secondary,,,,West,96
681929731,Karampura Flyover,secondary,,,,West,168
682848212,Aurobindo Marg,primary_link,,,,South,64
682862052,Pragati Marg,secondary,3,,asphalt,East,1412
682964486,Africa Avenue,secondary,,,asphalt,South-West,689
682964487,Africa Avenue,secondary,3,,asphalt,South-West,269
682964491,Raj Nagar Flyover,primary,,,asphalt,South-West,63
682964499,Pragati Marg,secondary,,,asphalt,East,98
682964500,Pragati Marg,secondary,,,asphalt,East,400
682964501,Dallupura Marg,secondary,,,asphalt,East,650
682964502,,trunk,,,,South-East,158
682964504,Flyover,trunk,2,,,East,322
682964505,NH24 Bypass,trunk,,,,East,226
682964507,Flyover,trunk,3,,,East,580
682964508,Flyover,trunk,2,,,East,320
682964509,,trunk_link,,,,East,18
682964510,,trunk_link,,,,East,30
682964511,,trunk_link,,,,East,84
682964512,NH24 Bypass,trunk,,,,East,184
682964513,,trunk_link,,,,East,314
682964514,Delhi - Meerut Expressway,trunk,3,,asphalt,South-East,571
682964516,Delhi - Meerut Expressway,trunk,,,asphalt,East,601
682964517,,trunk_link,3,,asphalt,South-East,377
682964525,Africa Avenue,secondary,,,asphalt,South-West,651
682964528,,secondary_link,,,asphalt,South-West,70
682971783,NH24 Bypass,trunk,5,,,East,248
682971784,,motorway_link,2,,,East,217
682971785,Delhi - Meerut Expressway,trunk,2,,asphalt,East,150
683656788,100 Feet Road,secondary,,,,North-East,1077
683657353,100 Feet Road,secondary,2,,asphalt,North-East,607
683657355,Flyover,secondary,,,,North-East,824
683658053,Flyover,secondary,,,,Shahdara,823
683658054,100 Feet Road,secondary,,,,North-East,713
683661662,Loni Road,trunk,2,,,Shahdara,9
683661878,Loni Road,trunk,2,,,Shahdara,11
683702988,,secondary_link,,,,New Delhi,30
683766453,Aurobindo Marg,secondary,,,asphalt,South,93
683766454,,secondary_link,,,,South,40
683766455,,secondary_link,,,,South,134
683766456,Aurobindo Marg,secondary,4,,asphalt,South,131
683766457,Prime Chowk,secondary,,,,New Delhi,27
683766458,,secondary,,,asphalt,New Delhi,29
683766459,,secondary,,,asphalt,New Delhi,28
683766460,rotary no 10,secondary,,,asphalt,New Delhi,20
683766461,rotary no 10,secondary,,,asphalt,New Delhi,22
683766462,Aurobindo Marg,secondary,,,asphalt,South,135
683766464,,secondary_link,,,asphalt,South,10
683766465,Aurobindo Marg,trunk,,,,South,34
683766471,Aurobindo Marg,trunk,3,,asphalt,South,82
683766473,,trunk_link,,,asphalt,South,17
683766474,Aurobindo Marg,secondary_link,,,,South,170
683766475,Aurobindo Marg,secondary_link,,,asphalt,South,31
683766476,Aurobindo Marg,secondary_link,,,,South,32
683766477,Aurobindo Marg,secondary_link,,,,South,47
683766478,,trunk_link,,,,South,71
683766479,Aurobindo Marg,primary_link,,,,South,87
683766480,Aurobindo Marg,primary_link,,,,South,244
683881447,Abdul Gaffar Khan Marg,primary,3,,asphalt,South-West,1655
683881448,Abdul Gaffar Khan Marg,primary,3,,asphalt,South-West,299
684354139,Loni Road,trunk,2,,asphalt,North-East,1789
684354140,100 Feet Road,secondary,,,,North-East,963
684436613,Mahatma Gandhi Marg,primary,,,,South-West,51
684436614,Aurobindo Marg,trunk,3,,asphalt,South,39
684436615,Vedant Deshika Marg,secondary,2,,asphalt,South-West,30
684436627,Sant Shri Nagpal Marg,secondary,4,,asphalt,South,3274
684436628,Sant Shri Nagpal Marg,secondary,2,,asphalt,South,17
684436629,Mehrauli Gurgaon Road,trunk,2,,asphalt,South,242
684436630,Shaheed Jeet Singh Marg,secondary,,,,South-West,27
684436631,Aruna Asaf Ali Marg,secondary,2,,asphalt,South-West,31
684436632,Mahatma Gandhi Marg,primary,,,,South-West,33
684469339,Ghazipur Road Flyover,secondary,,,asphalt,East,232
684469340,Ghazipur Road,secondary,2,,asphalt,East,143
684469341,Ghazipur Road,secondary,2,,asphalt,East,43
684469342,Ghazipur Road,secondary,2,,asphalt,East,316
684512045,Delhi - Meerut Expressway,motorway,,,asphalt,East,209
684512051,,secondary,,,asphalt,East,79
684512052,,secondary,,,asphalt,East,49
684712017,Loni Road,trunk,2,,asphalt,Shahdara,1101
684972730,Shahjahan Road,secondary,2,,asphalt,New Delhi,37
686512792,Aruna Asaf Ali Marg,secondary,2,,asphalt,South-West,280
686514841,,primary,,,asphalt,South-West,127
686514843,,primary,,,,South-West,11
686514845,,primary,,,,South-West,54
686515640,Nelson Mandela Marg,primary,,,asphalt,South-West,15
686515641,Nelson Mandela Marg,primary,3,,asphalt,South-West,128
686520256,,secondary_link,,,,South,13
686575741,,primary_link,,,asphalt,South,19
686637228,,secondary_link,,,asphalt,South-West,14
686647022,,primary_link,,,asphalt,South-West,35
686664590,,secondary_link,,,asphalt,New Delhi,43
686681746,,secondary_link,,,,South-West,10
686696028,,secondary,,,asphalt,New Delhi,61
686781072,,secondary_link,,,asphalt,New Delhi,43
686834814,,secondary_link,,,,West,8
686839268,,secondary_link,,,,South-East,229
686844632,,primary_link,,,,South-West,56
686845179,,secondary_link,,,,South-East,239
686876309,,secondary_link,,,,South-West,10
686889814,,secondary_link,,,,New Delhi,17
686892751,,secondary_link,,,,Central,10
686914247,,secondary_link,,,asphalt,Central,59
686914248,,secondary_link,,,asphalt,Central,46
686914250,Bhavbhuti Marg,secondary,,,asphalt,Central,11
687049828,Nand Nagari Flyover,trunk,2,,asphalt,North-East,641
687049830,Nand Nagari Flyover,trunk,2,,asphalt,North-East,678
687049832,Wazirabad Road,trunk,2,,asphalt,North-East,318
687050670,Wazirabad Road,trunk,2,,asphalt,North-East,1007
688280716,Mandir Marg,secondary,2,,,South,8
688280717,Mandir Marg,secondary,2,,,South,39
688307594,Flyover,trunk,,,,East,931
688826999,Mehrauli Badarpur Road,primary,,,,South,12
688827001,Mehrauli Badarpur Road,primary,,,,South,384
688827002,Mehrauli Badarpur Road,primary,,,,South,210
689196356,Mall Road,primary,2,,asphalt,North-West,159
689196357,Mall Road,primary,,,,North-West,173
689336446,Cariappa Marg,primary,,,asphalt,South-West,1349
689336450,Cariappa Marg,primary,,,,South-West,195
689336452,Shaheed Bhagat Singh Marg,secondary,,,,West,20
689336453,Satguru Ram Singh Marg,secondary,,,,West,855
689336454,Pankha Road,primary,,,,West,373
689336455,Satguru Ram Singh Marg,secondary,,,,West,13
689336456,,primary,,,,West,22
689336457,Dabri Mor Flyover,primary_link,,,,Dwarka,29
689336458,Dabri Mor Flyover,primary_link,,,,West,341
689336459,Shivaji Marg,secondary,,,,West,73
689434062,,primary,,,,Dwarka,40
689434063,,primary,,,,Dwarka,26
689434064,,primary,,,,West,68
689440610,Mahatma Gandhi Marg,primary,3,,asphalt,South-West,181
689499494,Outer Ring Road,primary,,,,South,102
689545575,Okhla Estate Marg,secondary,2,,asphalt,South-East,1117
689633979,,primary_link,,,asphalt,South,28
689705963,Outer Ring Road,primary,,,asphalt,South,19
690188267,Aurangzeb Road,secondary,,8,concrete,South-East,1057
690188270,Aurangzeb Road,secondary,,,asphalt,South-East,82
690188272,,secondary_link,,,,South-East,56
690188273,,secondary,,,,South-East,8
690251608,Aurangzeb Road,secondary,,8,asphalt,South-East,384
690251611,Aurangzeb Road,secondary,,,,South-East,202
690251614,Aurangzeb Road,secondary,,,,South-East,202
690251617,Aurangzeb Road,secondary,,8,asphalt,South-East,382
690251618,Aurobindo Marg,trunk,3,,,South,80
690251619,Mahatma Gandhi Marg,primary,2,,,South,83
690251620,C.V. Raman Marg,secondary,,,,South-East,200
690251621,Maulana Mohamed Ali Jauhar Marg,secondary,,,,South-East,421
690251626,,secondary_link,,,,South-East,6
690251629,Kalindi Kunj Road,secondary,,,,South-East,264
690251630,Kalindi Kunj Road,secondary,2,,concrete,South-East,546
690251631,Kalindi Kunj Road,secondary,,,,South-East,156
690251632,Kalindi Kunj Road,secondary,,,,South-East,279
690251633,Kalindi Kunj Road,secondary,,,,South-East,41
690251634,Kalindi Kunj Road,secondary,,,,South-East,86
690251635,Kalindi Kunj Road,secondary,,,,South-East,68
690251636,Aurangzeb Road,secondary,1,8,asphalt,South-East,342
690251637,Aurangzeb Road,secondary,,,,South-East,9
690251640,Aurangzeb Road,secondary,,,,South-East,54
690251641,Aurangzeb Road,secondary,,8,concrete,South-East,242
690251648,Aurangzeb Road,secondary,,,asphalt,South-East,18
690251649,Aurangzeb Road,secondary,,,asphalt,South-East,15
690251650,Maulana Mohamed Ali Jauhar Marg,secondary,,,asphalt,South-East,372
690251651,C.V. Raman Marg,secondary,,,,South-East,281
690251652,,secondary_link,,,asphalt,South-East,59
690251653,C.V. Raman Marg,secondary,,,,South-East,765
690251655,Mathura Road,trunk,3,,asphalt,South-East,1092
691112415,,primary_link,,,,South-West,60
691147545,,secondary_link,,,,New Delhi,41
691473058,,primary_link,,,asphalt,East,61
691650022,,primary_link,,,,Rohini,45
691886473,Vikas Marg,primary,1,,,Central,592
691886474,Vikas Marg,primary,1,,asphalt,Central,124
691886475,Vikas Marg,primary,1,,,Central,44
691886476,Vikas Marg,primary,1,,asphalt,Central,99
691975868,Swami Dayanand Marg,secondary,2,,asphalt,East,294
691975871,Swami Dayanand Marg,secondary_link,2,,asphalt,East,66
691975872,Swami Dayanand Marg,primary,,,,East,43
692801299,Ghazipur Road,secondary,,,asphalt,East,271
693687406,,secondary,,,,Shahdara,17
693691907,New Seemapuri Road,secondary,,,,Shahdara,698
693902528,G.T Road,secondary,,,,Shahdara,345
693902530,G.T Road,secondary,,,,Shahdara,725
693902531,G.T Road,secondary,,,,Shahdara,411
693902533,G.T Road,secondary,,,,Shahdara,662
694332904,Outer Ring Road,primary_link,,,asphalt,South-East,72
694332906,Akshardham Flyover,trunk,4,,asphalt,East,156
694332907,Mayur Vihar Phase1 Flyover,trunk,4,,asphalt,East,280
694332908,Dadri Road,trunk,,,,East,159
694332938,Dadri Road,trunk,3,,asphalt,East,192
694332939,Mayur Vihar Flyover,trunk,3,,asphalt,East,194
694332940,Akshardham Flyover,trunk,,,,East,145
694332941,NH24 Bypass,trunk,,,,East,191
694332942,,trunk_link,,,,East,66
694505284,Urban Extension Road-II,trunk,3,,asphalt,Outer North,56
694505285,Urban Extension Road-II,trunk,3,,asphalt,Outer North,59
694505286,,primary,3,,asphalt,Outer North,2615
694505287,,primary,3,,asphalt,Outer North,2389
694505288,UER II,primary,3,,asphalt,Outer North,737
695546940,,secondary_link,,,,West,25
695548075,,secondary_link,,,,South,55
696178604,Mayur Vihar Phase1 Flyover,trunk,3,,asphalt,East,511
696178605,Dadri Road,trunk_link,4,,asphalt,East,540
696302521,,secondary_link,,,asphalt,New Delhi,48
696302522,,secondary_link,,,asphalt,New Delhi,9
696302523,,secondary_link,,,asphalt,New Delhi,41
696379375,G.T Road,primary,,,,Shahdara,20
696580998,,secondary,,,,North,19
696580999,,secondary_link,,,,North,35
696820020,,secondary_link,,,asphalt,East,7
696820479,,secondary_link,,,asphalt,East,7
697092415,,primary_link,2,,asphalt,North-East,172
697289105,Mathura Road,secondary,,,asphalt,South-East,140
697739811,,secondary_link,,,,New Delhi,69
697944870,Simon Bolivar Road,secondary,,,asphalt,New Delhi,1118
698298777,Okhla Estate Marg Flyover,trunk,,,,South-East,292
698603918,Vande Mataram Marg,secondary,,,,New Delhi,2189
699557288,,secondary_link,,,,New Delhi,12
699562875,,trunk_link,,,,Central,91
699660182,GT Road,primary,2,,asphalt,North-East,253
699826849,,trunk_link,,,,South-East,305
700063431,,primary_link,,,,Shahdara,18
700063432,GT Road,primary,3,,asphalt,Shahdara,315
700063433,GT Road,primary,2,,asphalt,Shahdara,271
